"Id","Name","Code","ShortName","ShortNameLatin","Depots","IsCity","CityCode","IsSalePoint"
"553","ТУРКЕС-АЙС","2703715","ТУРКЕС-АЙС","",NULL,False,"27",False
"554","К-ОРДА-АЙС","2703717","К-ОРДА-АЙС","",NULL,False,"27",False
"555","ДЖАМБ-АЙС","2703718","ДЖАМБ-АЙС","",NULL,False,"27",False
"556","СЕМИП-АЙС","2703719","СЕМИП-АЙС","",NULL,False,"27",False
"557","АЯГОЗ-АЙС","2703721","АЯГОЗ-АЙС","",NULL,False,"27",False
"558","ЧУ-АЙС","2703725","ЧУ-АЙС","",NULL,False,"27",False
"559","КАЗАЛ-АЙС","2703727","КАЗАЛ-АЙС","",NULL,False,"27",False
"560","П-ПАВЛ-КЗХ","2703729","П-ПАВЛ-КЗХ","",NULL,False,"27",False
"561","АКТОГА-БЖС","2703732","АКТОГА-БЖС","",NULL,False,"27",False
"562","ЧИИЛИ-АЙС","2703736","ЧИИЛИ-АЙС","",NULL,False,"27",False
"563","АСТАНА-КТ","2703740","АСТАНА-КТ","",NULL,False,"27",False
"564","АСТАНА-АТС","2703745","АСТАНА-АТС","",NULL,False,"27",False
"565","АСТАНА-ЛФК","2703750","АСТАНА-ЛФК","",NULL,False,"27",False
"566","АЛМ-2-ЛФК","2703751","АЛМ-2-ЛФК","",NULL,False,"27",False
"567","АКТОБЕ-ЛФК","2703752","АКТОБЕ-ЛФК","",NULL,False,"27",False
"568","К-ОРДА-КУР","2703754","К-ОРДА-КУР","",NULL,False,"27",False
"569","П-ОЗЕР-СВ","2703761","П-ОЗЕР-СВ","",NULL,False,"27",False
"570","ТАРАЗ-СВ","2703762","ТАРАЗ-СВ","",NULL,False,"27",False
"571","КОРДАЙ-СВ","2703763","КОРДАЙ-СВ","",NULL,False,"27",False
"572","ДЖАМБ-БИС","2703765","ДЖАМБ-БИС","",NULL,False,"27",False
"573","ЦЛПДК-05","2703770","ЦЛПДК-05","",NULL,False,"27",False
"574","ЦЛПДК-01","2703771","ЦЛПДК-01","",NULL,False,"27",False
"575","ЦЛПДК-02","2703772","ЦЛПДК-02","",NULL,False,"27",False
"576","ЦЛПДК-03","2703773","ЦЛПДК-03","",NULL,False,"27",False
"577","ЦЛПДК-04","2703774","ЦЛПДК-04","",NULL,False,"27",False
"578","ЦЛПДК-06","2703776","ЦЛПДК-06","",NULL,False,"27",False
"579","ЦЛПДК-07","2703777","ЦЛПДК-07","",NULL,False,"27",False
"580","ЦЛПДК-08","2703778","ЦЛПДК-08","",NULL,False,"27",False
"581","ЦЛПДК-09","2703779","ЦЛПДК-09","",NULL,False,"27",False
"582","ЦЛПДК-10","2703780","ЦЛПДК-10","",NULL,False,"27",False
"583","ЦЛПДК-11","2703781","ЦЛПДК-11","",NULL,False,"27",False
"584","ЦЛПДК-12","2703782","ЦЛПДК-12","",NULL,False,"27",False
"585","ЦЛПДК-13","2703783","ЦЛПДК-13","",NULL,False,"27",False
"586","ЦЛПДК-14","2703784","ЦЛПДК-14","",NULL,False,"27",False
"587","ЖАРМА-БИГ","2703790","ЖАРМА-БИГ","",NULL,False,"27",False
"588","ТУРКЕС-БЖС","2703791","ТУРКЕС-БЖС","",NULL,False,"27",False
"589","ТУРКЕС-СВ","2703794","ТУРКЕС-СВ","",NULL,False,"27",False
"590","ТУРКЕС-ШП","2703799","ТУРКЕС-ШП","",NULL,False,"27",False
"591","ЧИМКЕН-АЛТ","2703800","ЧИМКЕН-АЛТ","",NULL,False,"27",False
"592","АРАЗ-АЛТ","2703801","АРАЗ-АЛТ","",NULL,False,"27",False
"593","ШИЕЛИ-АЛТ","2703802","ШИЕЛИ-АЛТ","",NULL,False,"27",False
"594","КОКШЕТ-АЛТ","2703803","КОКШЕТ-АЛТ","",NULL,False,"27",False
"595","КОСТАН-АЛТ","2703804","КОСТАН-АЛТ","",NULL,False,"27",False
"596","СЕМЕЙ-АЛТ","2703805","СЕМЕЙ-АЛТ","",NULL,False,"27",False
"597","АТЫРАУ-АЛТ","2703807","АТЫРАУ-АЛТ","",NULL,False,"27",False
"598","ТЕМИРТ-АЛТ","2703811","ТЕМИРТ-АЛТ","",NULL,False,"27",False
"599","ЛУГОВ-ШП","2703822","ЛУГОВ-ШП","",NULL,False,"27",False
"600","АЛМ-1-ЭБР","2703826","АЛМ-1-ЭБР","",NULL,False,"27",False
"601","АЛМ-1-АБМ","2703827","АЛМ-1-АБМ","",NULL,False,"27",False
"602","АЛМ-1-АЛТ","2703828","АЛМ-1-АЛТ","",NULL,False,"27",False
"603","АЯГОЗ-ШП","2703829","АЯГОЗ-ШП","",NULL,False,"27",False
"604","ЧУ-ШП","2703832","ЧУ-ШП","",NULL,False,"27",False
"605","ЗАЩИТА-ШП","2703833","ЗАЩИТА-ШП","",NULL,False,"27",False
"606","П-ОЗЕР-БЖС","2703840","П-ОЗЕР-БЖС","",NULL,False,"27",False
"607","К-ОРДА-КУР","2703843","К-ОРДА-КУР","",NULL,False,"27",False
"608","Я-КУРГ-АБМ","2703845","Я-КУРГ-АБМ","",NULL,False,"27",False
"609","ДЖУС-АБМ","2703846","ДЖУС-АБМ","",NULL,False,"27",False
"610","ТЮРАТ-АБМ","2703847","ТЮРАТ-АБМ","",NULL,False,"27",False
"611","АРАЛЬС-АБМ","2703848","АРАЛЬС-АБМ","",NULL,False,"27",False
"612","САКСАУ-АБМ","2703849","САКСАУ-АБМ","",NULL,False,"27",False
"613","ШИЕЛИ-АБМ","2703850","ШИЕЛИ-АБМ","",NULL,False,"27",False
"614","ЧИМКЕН-АТС","2703851","ЧИМКЕН-АТС","",NULL,False,"27",False
"615","КАПЧАГ-БЖС","2703864","КАПЧАГ-БЖС","",NULL,False,"27",False
"616","КОКШЕТ-АП","2703868","КОКШЕТ-АП","",NULL,False,"27",False
"617","ИЛК-ЕСИЦ","2703869","ИЛК-ЕСИЦ","",NULL,False,"27",False
"618","ТТК-ЕСИЦ","2703870","ТТК-ЕСИЦ","",NULL,False,"27",False
"619","ЦЛС-НОД-01","2703871","ЦЛС-НОД-01","",NULL,False,"27",False
"620","ЦЛС-НОД-02","2703872","ЦЛС-НОД-02","",NULL,False,"27",False
"621","ЦЛС-НОД-03","2703873","ЦЛС-НОД-03","",NULL,False,"27",False
"622","ЦЛС-НОД-04","2703874","ЦЛС-НОД-04","",NULL,False,"27",False
"623","ЦЛС-НОД-05","2703875","ЦЛС-НОД-05","",NULL,False,"27",False
"624","ЦЛС-НОД-06","2703876","ЦЛС-НОД-06","",NULL,False,"27",False
"625","ЦЛС-НОД-07","2703877","ЦЛС-НОД-07","",NULL,False,"27",False
"626","ЦЛС-НОД-08","2703878","ЦЛС-НОД-08","",NULL,False,"27",False
"627","ЦЛС-НОД-09","2703879","ЦЛС-НОД-09","",NULL,False,"27",False
"628","ЦЛС-НОД-10","2703880","ЦЛС-НОД-10","",NULL,False,"27",False
"629","ЦЛС-НОД-11","2703881","ЦЛС-НОД-11","",NULL,False,"27",False
"630","ЦЛС-НОД-12","2703882","ЦЛС-НОД-12","",NULL,False,"27",False
"631","ЦЛС-НОД-13","2703883","ЦЛС-НОД-13","",NULL,False,"27",False
"632","ЦЛС-НОД-14","2703884","ЦЛС-НОД-14","",NULL,False,"27",False
"633","ЧИИЛИ-ШП","2703890","ЧИИЛИ-ШП","",NULL,False,"27",False
"634","К-АГАШ-ШП","2703891","К-АГАШ-ШП","",NULL,False,"27",False
"635","ЖЕЗКАЗ-ШП","2703892","ЖЕЗКАЗ-ШП","",NULL,False,"27",False
"636","БЕЙНЕУ-ШП","2703893","БЕЙНЕУ-ШП","",NULL,False,"27",False
"637","Ж-ОЗЕН-ШП","2703894","Ж-ОЗЕН-ШП","",NULL,False,"27",False
"638","П-ПАВЛ-ШП","2703895","П-ПАВЛ-ШП","",NULL,False,"27",False
"639","КОСТАН-ШП","2703896","КОСТАН-ШП","",NULL,False,"27",False
"640","КОКШЕТ-ШП","2703897","КОКШЕТ-ШП","",NULL,False,"27",False
"641","ПАВЛОД-ШП","2703898","ПАВЛОД-ШП","",NULL,False,"27",False
"642","АКТОБЕ-1","2704600","АКТОБЕ-1","AKTOBE-1",NULL,False,"27",False
"643","ТОСБУЛАК","2704703","ТОСБУЛАК","TOSBULAK",NULL,False,"27",False
"644","УШКУРАЙ","2704704","УШКУРАЙ","USHKURAI",NULL,False,"27",False
"645","ХРОМТАУ","2704705","ХРОМТАУ","HROMTAU",NULL,False,"27",False
"646","САРЫСАЙ","2704706","САРЫСАЙ","SARYSAI",NULL,False,"27",False
"647","АККУДЫК","2704707","АККУДЫК","AKKUDYK",NULL,False,"27",False
"648","ЖОСА","2704708","ЖОСА","JOSA",NULL,False,"27",False
"649","КУДЫКСАЙ","2704709","КУДЫКСАЙ","KUDYKSAI",NULL,False,"27",False
"650","УЙТАС","2704710","УЙТАС","UITAS",NULL,False,"27",False
"651","АЙТЕКЕ БИ","2704711","АЙТЕКЕ БИ","AITEKE BI",NULL,False,"27",False
"652","КЫЗЫЛСАЙ","2704712","КЫЗЫЛСАЙ","KYZYLSAI",NULL,False,"27",False
"653","ТЕРЕНСАЙ","2704713","ТЕРЕНСАЙ","TERENSAI",NULL,False,"27",False
"654","АЙКЕ","2704714","АЙКЕ","AIKE",NULL,False,"27",False
"655","ШОЛАКСАЙ","2704715","ШОЛАКСАЙ","SHOLAKSAI",NULL,False,"27",False
"656","ТАЛДЫКОЛЬ","2704716","ТАЛДЫКОЛЬ","TALDYKOL",NULL,False,"27",False
"657","АЛТЫНСАРИН","2704717","АЛТЫНСАРИН","ALTYNSARIN",NULL,False,"27",False
"658","АРКА","2704718","АРКА","ARKA",NULL,False,"27",False
"659","ОСТ.ПУНКТ 555 КМ","2704720","ОП 555 КМ","OP 555 KM",NULL,False,"27",False
"660","ОСТ.ПУНКТ 562 КМ","2704721","ОП 562 КМ","OP 562 KM",NULL,False,"27",False
"661","ОСТ.ПУНКТ 906 КМ","2704722","ОП 906 КМ","OP 906 KM",NULL,False,"27",False
"662","ОСТ.ПУНКТ 965 КМ","2704726","ОП 965 КМ","OP 965 KM",NULL,False,"27",False
"663","ОСТ.ПУНКТ 999 КМ","2704729","ОП 999 КМ","OP 999 KM",NULL,False,"27",False
"664","ОСТ.ПУНКТ 1027 КМ","2704732","ОП 1027 КМ","OP 1027 KM",NULL,False,"27",False
"665","ОСТ.ПУНКТ 1078 КМ","2704736","ОП 1078","OP 1078",NULL,False,"27",False
"666","ОСТ.ПУНКТ 1107 КМ","2704738","ОП 1107 КМ","OP 1107 KM",NULL,False,"27",False
"667","ОСТ.ПУНКТ 1119 КМ","2704739","ОП 1119 КМ","OP 1119 KM",NULL,False,"27",False
"668","ОСТ.ПУНКТ 1125 КМ","2704740","ОП 1125 КМ","OP 1125 KM",NULL,False,"27",False
"669","ОСТ.ПУНКТ 1141 КМ","2704741","ОП 1141 КМ","OP 1141 KM",NULL,False,"27",False
"670","ОСТ.ПУНКТ 1152 КМ","2704742","ОП 1152 КМ","OP 1152 KM",NULL,False,"27",False
"671","ОСТ.ПУНКТ 1170 КМ","2704743","ОП 1170 КМ","OP 1170 KM",NULL,False,"27",False
"672","ОСТ.ПУНКТ 1183 КМ","2704744","ОП 1183 КМ","OP 1183 KM",NULL,False,"27",False
"673","ОСТ.ПУНКТ 1271 КМ","2704749","ОП 1271 КМ","OP 1271 KM",NULL,False,"27",False
"674","ОСТ ПУНКТ 1314 КМ","2704752","ОП 1314 КМ","OP 1314 KM",NULL,False,"27",False
"675","ОСТ.ПУНКТ 1347 КМ","2704755","ОП 1347 КМ","OP 1347 KM",NULL,False,"27",False
"676","ОСТ.ПУНКТ 1355 КМ","2704756","ОП 1355 КМ","OP 1355 KM",NULL,False,"27",False
"677","ОСТ.ПУНКТ 32 КМ","2704761","ОП 32 КМ","OP 32 KM",NULL,False,"27",False
"678","ОСТ.ПУНКТ 129 КМ","2704765","ОП 129 КМ","OP 129 KM",NULL,False,"27",False
"679","ОСТ.ПУНКТ 163 КМ","2704767","ОП 163 КМ","OP 163 KM",NULL,False,"27",False
"680","ОСТ.ПУНКТ 201 КМ","2704768","ОП 201 КМ","OP 201 KM",NULL,False,"27",False
"681","ОСТ.ПУНКТ 239 КМ","2704770","ОП 239 КМ","OP 239 KM",NULL,False,"27",False
"682","ОСТ.ПУНКТ 263 КМ","2704771","ОП 263 КМ","OP 263 KM",NULL,False,"27",False
"683","БЛОК ПОСТ 280 КМ","2704772","БП","BP",NULL,False,"27",False
"684","ОСТ.ПУНКТ 311 КМ","2704773","ОП 311 КМ","OP 311 KM",NULL,False,"27",False
"685","БЛОК ПОСТ 323 КМ","2704774","БП","BP",NULL,False,"27",False
"686","ОСТ.ПУНКТ 335 КМ","2704775","ОП 335 КМ","OP 335 KM",NULL,False,"27",False
"687","ОСТ.ПУНКТ 347 КМ","2704776","ОП 347 КМ","OP 347 KM",NULL,False,"27",False
"688","ОСТ.ПУНКТ 359 КМ","2704777","ОП 359 КМ","OP 359 KM",NULL,False,"27",False
"689","ОСТ.ПУНКТ 370 КМ","2704778","ОП 370 КМ","OP 370 KM",NULL,False,"27",False
"690","РАЗ'ЕЗД N47","2704782","РЗД N47","RZD N47",NULL,False,"27",False
"691","ЖИЛАЕВО","2704785","ЖИЛАЕВО","JILAEVO",NULL,False,"27",False
"692","ЖАРКИЙ","2704787","ЖАРКИЙ","JARKII",NULL,False,"27",False
"693","ДЕННОЙ","2704788","ДЕННОЙ","DENNOI",NULL,False,"27",False
"694","ШАЛАК-СУ","2704790","ШАЛАК СУ","SHALAK SU",NULL,False,"27",False
"695","ГАНЮШКИНО","2704791","ГАНЮШКИНО","GANIUSHKINO",NULL,False,"27",False
"696","ИСАТАЙ","2704792","ИСАТАЙ","ISATAI",NULL,False,"27",False
"697","АК-КИСТАУ","2704793","АК КИСТАУ","AK KISTAU",NULL,False,"27",False
"698","МАХАМБЕТ","2704794","МАХАМБЕТ","MAHAMBET",NULL,False,"27",False
"699","АКЖАЙЫК","2704795","АКЖАЙЫК","AKJAIYK",NULL,False,"27",False
"700","ТЕНДЫК","2704796","ТЕНДЫК","TENDYK",NULL,False,"27",False
"701","КАРАБАТАНО","2704797","КАРАБАТАНО","KARABATANO",NULL,False,"27",False
"702","ИСКИНЕ","2704798","ИСКИНЕ","ISKINE",NULL,False,"27",False
"703","ЖАМАНСОР","2704799","ЖАМАНСОР","JAMANSOR",NULL,False,"27",False
"704","ШИЛИКТЫ","2704800","ШИЛИКТЫ","SHILIKTY",NULL,False,"27",False
"705","ЖАНТЕРЕК","2704801","ЖАНТЕРЕК","JANTEREK",NULL,False,"27",False
"706","МУКУР","2704802","МУКУР","MUKUR",NULL,False,"27",False
"707","САГИЗ","2704803","САГИЗ","SAGIZ",NULL,False,"27",False
"708","ЖАНАОЗЕН","2704804","ЖАНАОЗЕН","ZHANAOZEN",NULL,False,"27",False
"709","ЖЕТЫБАЙ","2704805","ЖЕТЫБАЙ","JETYBAI",NULL,False,"27",False
"710","КАРАКИЯ","2704806","КАРАКИЯ","KARAKIIA",NULL,False,"27",False
"711","МАНГИСТАУ","2704807","МАНГИСТАУ","MANGISTAU",NULL,False,"27",False
"712","ШЕТПЕ","2704808","ШЕТПЕ","SHETPE",NULL,False,"27",False
"713","РАЗ'ЕЗД N12","2704809","РЗД N12","RZD N12",NULL,False,"27",False
"714","ОРАЛ","2704810","ОРАЛ","ORAL",NULL,False,"27",False
"715","БОЗДАК","2704811","БОЗДАК","BOZDAK",NULL,False,"27",False
"716","САЙОТЕС","2704813","САЙОТЕС","SAIOTES",NULL,False,"27",False
"717","РАЗ'ЕЗД N6-Г","2704814","РЗД N6 Г","RZD N6 G",NULL,False,"27",False
"718","УСТЮРТ","2704815","УСТЮРТ","USTIURT",NULL,False,"27",False
"719","РАЗ'ЕЗД N2-Г","2704816","РЗД N2 Г","RZD N2 G",NULL,False,"27",False
"720","БЕЙНЕУ","2704817","БЕЙНЕУ","BEINEU",NULL,False,"27",False
"721","КОРКОЛ","2704818","КОРКОЛ","KORKOL",NULL,False,"27",False
"722","БОРАНКУЛ","2704819","БОРАНКУЛ","BORANKUL",NULL,False,"27",False
"723","ИЛЕЦК 1","2704820","ИЛЕЦК 1","ILECK 1",NULL,False,"27",False
"724","МАЙКОМГЕН","2704821","МАЙКОМГЕН","MAIKOMGEN",NULL,False,"27",False
"725","КУЛЬСАРЫ","2704822","КУЛЬСАРЫ","KULSARY",NULL,False,"27",False
"726","БЕКБЕКЕ","2704823","БЕКБЕКЕ","BEKBEKE",NULL,False,"27",False
"727","НОГАЙТЫ","2704824","НОГАЙТЫ","NOGAITY",NULL,False,"27",False
"728","ЖАРЛЫ","2704825","ЖАРЛЫ","JARLY",NULL,False,"27",False
"729","КАРАУЫЛКЕЛДЫ","2704826","КАРАУЫЛКЕЛДЫ","KARAUYLKELDY",NULL,False,"27",False
"730","КЕНЖАЛЫ","2704827","КЕНЖАЛЫ","KENJALY",NULL,False,"27",False
"731","ШУБАРКУДЫК","2704828","ШУБАРКУДЫК","SHUBARKUDYK",NULL,False,"27",False
"732","ЖАКСЫМАЙ","2704829","ЖАКСЫМАЙ","JAKSYMAI",NULL,False,"27",False
"733","АТЫРАУ","2704830","АТЫРАУ","ATYRAU",NULL,False,"27",False
"734","КАЛМАККЫРГАН","2704831","КАЛМАККЫРГ","KALMAKKYRG",NULL,False,"27",False
"735","ТЕМИР","2704832","ТЕМИР","TEMIR",NULL,False,"27",False
"736","РАЗ'ЕЗД N315","2704833","РЗД N315","RZD N315",NULL,False,"27",False
"737","ЖАЙСАН","2704834","ЖАЙСАН","JAISAN",NULL,False,"27",False
"738","ШАРУА","2704835","ШАРУА","SHARUA",NULL,False,"27",False
"739","ЖАМАНСУ","2704836","ЖАМАНСУ","JAMANSU",NULL,False,"27",False
"740","КАРАТОГАЙ","2704838","КАРАТОГАЙ","KARATOGAI",NULL,False,"27",False
"741","КАМЫССАЙ","2704839","КАМЫССАЙ","KAMYSSAI",NULL,False,"27",False
"742","ШАЛКАР","2704840","ШАЛКАР","SHALKAR",NULL,False,"27",False
"743","КУРАЙЛЫ","2704841","КУРАЙЛЫ","KURAILY",NULL,False,"27",False
"744","КЫЗГАЛДАКТЫ","2704842","КЫЗГАЛДАКТ","KYZGALDAKT",NULL,False,"27",False
"745","ЖИНИШКЕ","2704843","ЖИНИШКЕ","JINISHKE",NULL,False,"27",False
"746","АЛЖАН","2704844","АЛЖАН","ALJAN",NULL,False,"27",False
"747","АЛГА","2704845","АЛГА","ALGA",NULL,False,"27",False
"748","ТАМДЫ","2704846","ТАМДЫ","TAMDY",NULL,False,"27",False
"749","АККЕМЕР","2704848","АККЕМЕР","AKKEMER",NULL,False,"27",False
"750","КОНЖАР","2704849","КОНЖАР","KONJAR",NULL,False,"27",False
"751","АК-БУЛАК","2704850","АК БУЛАК","AK BULAK",NULL,False,"27",False
"752","ЖУРЫН","2704851","ЖУРЫН","JURYN",NULL,False,"27",False
"753","ИЗИМБЕТ","2704852","ИЗИМБЕТ","IZIMBET",NULL,False,"27",False
"754","БАХТИОЗИНО","2704853","БАХТИОЗИНО","BAHTIOZINO",NULL,False,"27",False
"755","КУДЫК","2704854","КУДЫК","KUDYK",NULL,False,"27",False
"756","АЙРЫКТАС","2704855","АЙРЫКТАС","AIRYKTAS",NULL,False,"27",False
"757","КЫРГЫЗ","2704856","КЫРГЫЗ","KYRGYZ",NULL,False,"27",False
"758","МУГАЛЖАР","2704857","МУГАЛЖАР","MUGALJAR",NULL,False,"27",False
"759","АЛАБАС","2704858","АЛАБАС","ALABAS",NULL,False,"27",False
"760","БЕРШУГИР","2704859","БЕРШУГИР","BERSHUGIR",NULL,False,"27",False
"761","ЖЕМ","2704860","ЖЕМ","JEM",NULL,False,"27",False
"762","КОТЫРТАС","2704862","КОТЫРТАС","KOTYRTAS",NULL,False,"27",False
"763","КАУЫЛЖЫР","2704863","КАУЫЛЖЫР","KAUYLJYR",NULL,False,"27",False
"764","КАЙЫР","2704864","КАЙЫР","KAIYR",NULL,False,"27",False
"765","КАЙДАУЫЛ","2704865","КАЙДАУЫЛ","KAIDAUYL",NULL,False,"27",False
"766","КОК-БЕК","2704866","КОК БЕК","KOK BEK",NULL,False,"27",False
"767","УЛПАН","2704867","УЛПАН","ULPAN",NULL,False,"27",False
"768","КОПОТАЙ","2704868","КОПОТАЙ","KOPOTAI",NULL,False,"27",False
"769","КОПМОЛА","2704869","КОПМОЛА","KOPMOLA",NULL,False,"27",False
"770","КАНДЫАГАШ","2704870","КАНДЫАГАШ","KANDYAGASH",NULL,False,"27",False
"771","КЕНДАЛА","2704871","КЕНДАЛА","KENDALA",NULL,False,"27",False
"772","ЖЫЛАН","2704872","ЖЫЛАН","JYLAN",NULL,False,"27",False
"773","ТОГЫЗ","2704874","ТОГЫЗ","TOGYZ",NULL,False,"27",False
"774","ЧАГАР","2704875","ЧАГАР","CHAGAR",NULL,False,"27",False
"775","КАРАШОКАТ","2704876","КАРАШОКАТ","KARASHOKAT",NULL,False,"27",False
"776","ШОКЫСУ","2704878","ШОКЫСУ","SHOKYSU",NULL,False,"27",False
"777","БЛОК ПОСТ 118 КМ","2704879","БП 118 КМ","BP 118 KM",NULL,False,"27",False
"778","ТОРЕТАМ","2704880","ТОРЕТАМ","TORETAM",NULL,False,"27",False
"779","НИКЕЛЬТАУ","2704881","НИКЕЛЬТАУ","NIKELTAU",NULL,False,"27",False
"780","ЖАЗЫК","2704882","ЖАЗЫК","JAZYK",NULL,False,"27",False
"781","БАКАЙ","2704883","БАКАЙ","BAKAI",NULL,False,"27",False
"782","ТОКМАНСАЙ","2704884","ТОКМАНСАЙ","TOKMANSAI",NULL,False,"27",False
"783","РАЗ'ЕЗД N312","2704885","РЗД N312","RZD N312",NULL,False,"27",False
"784","КУРЛЫК","2704887","КУРЛЫК","KURLYK",NULL,False,"27",False
"785","СЕКСЕУЛ","2704888","СЕКСЕУЛ","SEKSEUL",NULL,False,"27",False
"786","КУМСАГЫЗ","2704889","КУМСАГЫЗ","KUMSAGYZ",NULL,False,"27",False
"787","КАЗАХСТАН","2704890","КАЗАХСТАН","KAZAHSTAN",NULL,False,"27",False
"788","КУНТУ","2704891","КУНТУ","KUNTU",NULL,False,"27",False
"789","ШИРГАНАК","2704892","ШИРГАНАК","SHIRGANAK",NULL,False,"27",False
"790","ОСТ.ПУНКТ 2378 ПК 7 КМ","2704893","ОП 2378 ПК 7","OP 2378 PK 7",NULL,False,"27",False
"791","САПАК","2704894","САПАК","SAPAK",NULL,False,"27",False
"792","АРАЛКУМ","2704895","АРАЛКУМ","ARALKUM",NULL,False,"27",False
"793","ШОМИШ","2704896","ШОМИШ","SHOMISH",NULL,False,"27",False
"794","САРБЕТКЕЙ","2704897","САРБЕТКЕЙ","SARBETKEI",NULL,False,"27",False
"795","КАМЫСТЫБАС","2704898","КАМЫСТЫБАС","KAMYSTYBAS",NULL,False,"27",False
"796","ИРЗАЕВ","2704899","ИРЗАЕВ","IRZAEV",NULL,False,"27",False
"797","БЛОК ПОСТ 162 КМ","2704900","БП 162 КМ","BP 162 KM",NULL,False,"27",False
"798","БЕКБАУЫЛ","2704901","БЕКБАУЫЛ","BEKBAUYL",NULL,False,"27",False
"799","КАРА-КУУС","2704902","КАРА КУУС","KARA KUUS",NULL,False,"27",False
"800","МАЙЛЫБАС","2704903","МАЙЛЫБАС","MAILYBAS",NULL,False,"27",False
"801","БАЙКОЖА","2704904","БАЙКОЖА","BAIKOZHA",NULL,False,"27",False
"802","ДИРМЕНТОБЕ","2704905","ДИРМЕНТОБЕ","DIRMENTOBE",NULL,False,"27",False
"803","БЛОК ПОСТ 192 КМ","2704906","БП 192 КМ","BP 192 KM",NULL,False,"27",False
"804","КОРКЫТ","2704907","КОРКЫТ","KORKYT",NULL,False,"27",False
"805","ОРДАЗЫ","2704908","ОРДАЗЫ","ORDAZY",NULL,False,"27",False
"806","АНАКОЛЬ","2704909","АНАКОЛЬ","ANAKOL",NULL,False,"27",False
"807","КАЗАЛЫ","2704910","КАЗАЛЫ","KAZALY",NULL,False,"27",False
"808","АБЫЛА","2704911","АБЫЛА","ABYLA",NULL,False,"27",False
"809","КЫЗЫЛТАМ","2704912","КЫЗЫЛТАМ","KYZYLTAM",NULL,False,"27",False
"810","КАЙРШАКТЫ","2704913","КАЙРШАКТЫ","KAIRSHAKTY",NULL,False,"27",False
"811","КАРАКЕТКЕН","2704914","КАРАКЕТКЕН","KARAKETKEN",NULL,False,"27",False
"812","КАРАИРИМ","2704915","КАРАИРИМ","KARAIRIM",NULL,False,"27",False
"813","ЖАЛАГАШ","2704916","ЖАЛАГАШ","ZHALAGASH",NULL,False,"27",False
"814","ОСТ. ПУНКТ 232 КМ","2704917","ОП 232 КМ","OP 232 KM",NULL,False,"27",False
"815","ТЕРЕНОЗЕК","2704918","ТЕРЕНОЗЕК","TERENOZEK",NULL,False,"27",False
"816","АЙТЕК","2704919","АЙТЕК","AITEK",NULL,False,"27",False
"817","ШИЕЛИ","2704920","ШИЕЛИ","SHIELI",NULL,False,"27",False
"818","КАРАОЗЕК","2704921","КАРАОЗЕК","KARAOZEK",NULL,False,"27",False
"819","АКТАЙЛАК","2704922","АКТАЙЛАК","AKTAILAK",NULL,False,"27",False
"820","КЗЫЛ-ЖАРМА","2704923","КЗЫЛ ЖАРМА","KZYL JARMA",NULL,False,"27",False
"821","БЕЛКОЛ","2704924","БЕЛКОЛ","BELKOL",NULL,False,"27",False
"822","БИРКАЗАН","2704925","БИРКАЗАН","BIRKAZAN",NULL,False,"27",False
"823","РАЗ'ЕЗД N14","2704926","РЗД N14","RZD N14",NULL,False,"27",False
"824","КЕРКЕЛМЕС","2704927","КЕРКЕЛМЕС","KERKELMES",NULL,False,"27",False
"825","СУЛУТОБЕ","2704928","СУЛУТОБЕ","SULUTOBE",NULL,False,"27",False
"826","МАЙЛЫТОГАЙ","2704929","МАЙЛЫТОГАЙ","MAILYTOGAI",NULL,False,"27",False
"827","ШЫНГЫРЛАУ","2704930","ШЫНГЫРЛАУ","SHYNGYRLAU",NULL,False,"27",False
"828","ТАРТОГАЙ","2704931","ТАРТОГАЙ","TARTOGAI",NULL,False,"27",False
"829","КОСКАРАКУМ","2704932","КОСКАРАКУМ","KOSKARAKUM",NULL,False,"27",False
"830","БАЙГАКУМ","2704933","БАЙГАКУМ","BAIGAKUM",NULL,False,"27",False
"831","РАЗ'ЕЗД N20","2704934","РЗД N20","RZD N20",NULL,False,"27",False
"832","ОСТ.ПУНКТ N21","2704935","ОП N21","OP N21",NULL,False,"27",False
"833","АКМАЯ","2704936","АКМАЯ","AKMAIA",NULL,False,"27",False
"834","ЕКПИНДИ","2704937","ЕКПИНДИ","EKPINDI",NULL,False,"27",False
"835","ТОМЕНАРЫК","2704938","ТОМЕНАРЫК","TOMENARYK",NULL,False,"27",False
"836","ЖАЙЫЛМА","2704939","ЖАЙЫЛМА","ZHAIYLMA",NULL,False,"27",False
"837","МАРТУК","2704940","МАРТУК","MARTUK",NULL,False,"27",False
"838","БОРОЙНАК","2704941","БОРОЙНАК","BOROINAK",NULL,False,"27",False
"839","АККУМ","2704942","АККУМ","AKKUM",NULL,False,"27",False
"840","ТАЛАП","2704943","ТАЛАП","TALAP",NULL,False,"27",False
"841","БЕСАРЫК","2704944","БЕСАРЫК","BESARYK",NULL,False,"27",False
"842","САТИМСАЙ","2704945","САТИМСАЙ","SATIMSAI",NULL,False,"27",False
"843","ОСТ.ПУНКТ 3067 КМ ПК-5","2704946","ОП 3067 КМ","OP 3067 KM",NULL,False,"27",False
"844","САУРАН","2704947","САУРАН","SAURAN",NULL,False,"27",False
"845","ШОРНАК","2704948","ШОРНАК","SHORNAK",NULL,False,"27",False
