"Id","Name","Code","ShortName","ShortNameLatin","Depots","IsCity","CityCode","IsSalePoint"
"268","РЗД N7","2700268","РЗД N7","RZD N7",NULL,False,"27",False
"269","РЗД N9","2700269","РЗД N9","RZD N9",NULL,False,"27",False
"270","РЗД N11","2700270","РЗД N11","RZD N11",NULL,False,"27",False
"271","РЗД N16","2700271","РЗД N16","RZD N16",NULL,False,"27",False
"272","РЗД N14","2700272","РЗД N14","RZD N14",NULL,False,"27",False
"273","РЗД N13","2700273","РЗД N13","RZD N13",NULL,False,"27",False
"274","БОРЖАКТЫ","2700274","БОРЖАКТЫ","BORZHAKTY",NULL,False,"27",False
"275","ЕРСАЙ","2700275","ЕРСАЙ","ERSAI",NULL,False,"27",False
"276","КУРЫК ПОРТ","2700276","КУРЫК ПОРТ","KURYK PORT",NULL,False,"27",False
"277","БЛОК ПОСТ 402 КМ","2700278","БП 402 КМ","BP 402 KM",NULL,False,"27",False
"278","ОСТ.ПУНКТ 149 КМ","2700279","ОП 149 КМ","OP 149 KM",NULL,False,"27",False
"279","ОСТ.ПУНКТ 206 КМ","2700280","ОП 206 КМ","OP 206 KM",NULL,False,"27",False
"280","ОСТ.ПУНКТ 99 КМ","2700281","ОП 99 КМ","OP 99 KM",NULL,False,"27",False
"281","ОСТ.ПУНКТ 837 КМ","2700282","ОП 837 КМ","OP 837 KM",NULL,False,"27",False
"282","ОСТ.ПУНКТ 360 КМ ПК 8","2700283","ОП 36ОКМПК8","OP 36OKMPK8",NULL,False,"27",False
"283","ОСТ. ПУНКТ 333 КМ","2700284","ОП 333 КМ","OP 333 KM",NULL,False,"27",False
"284","ОРАЛ-ТОВАРНАЯ","2700285","ОРАЛ-ТОВАРНА","ORAL-TOVARNA",NULL,False,"27",False
"285","ОСТ. ПУНКТ 85 КМ","2700286","ОП 85 КМ","OP 85 KM",NULL,False,"27",False
"286","ОСТ.ПУНКТ 369 КМ","2700381","ОП 369 КМ","OP 369 KM",NULL,False,"27",False
"287","ОСТ.ПУНКТ 379 КМ","2700382","ОП 379 КМ","OP 379 KM",NULL,False,"27",False
"288","ОСТ.ПУНКТ 397 КМ","2700383","ОП 397 КМ","OP 397 KM",NULL,False,"27",False
"289","ОСТ.ПУНКТ 142 КМ","2700384","ОП 142 КМ","OP 142 KM",NULL,False,"27",False
"290","ОСТ.ПУНКТ 184 КМ","2700385","ОП 184 КМ","OP 184 KM",NULL,False,"27",False
"291","ОСТ.ПУНКТ 238 КМ","2700386","ОП 238 КМ","OP 238 KM",NULL,False,"27",False
"292","ОСТ.ПУНКТ 195 КМ","2700389","ОП 195 КМ","OP 195 KM",NULL,False,"27",False
"293","РАЗ'ЕЗД N16","2700390","РЗД N16","RZD N16",NULL,False,"27",False
"294","КОКТУМА","2700391","КОКТУМА","KOKTUMA",NULL,False,"27",False
"295","ЖАЛАНАШКОЛЬ","2700392","ЖАЛАНАШК","JALANASHK",NULL,False,"27",False
"296","ДОСТЫК","2700393","ДОСТЫК","DOSTYK",NULL,False,"27",False
"297","ЖАЙЛАУ","2700395","ЖАЙЛАУ","JAILAU",NULL,False,"27",False
"298","ОСТ.ПУНКТ 187 КМ","2700396","ОП 187 КМ","OP 187 KM",NULL,False,"27",False
"299","КОРДАЙ","2700398","КОРДАЙ","KORDAI",NULL,False,"27",False
"300","КОКТАС","2700406","КОКТАС","KOKTAS",NULL,False,"27",False
"301","ДАЛА","2700407","ДАЛА","DALA",NULL,False,"27",False
"302","ОСТ.ПУНКТ 265 КМ","2700412","ОП 265 КМ","OP 265 KM",NULL,False,"27",False
"303","ПЛАТФОРМА 3409 КМ","2700413","ПЛ 3409 КМ","PL 3409 KM",NULL,False,"27",False
"304","ОБГОННЫЙ ПУНКТ N115","2700414","ОБП N115","OBP N115",NULL,False,"27",False
"305","КУНШАГЫР","2700415","КУНШАГЫР","KUNSHAGYR",NULL,False,"27",False
"306","УЗЫНКУДУК","2700416","УЗЫНКУДУК","UZYNKUDUK",NULL,False,"27",False
"307","КУЙКЕН","2700417","КУЙКЕН","KUIKEN",NULL,False,"27",False
"308","КАЗИЕВКА","2700418","КАЗИЕВКА","KAZIEVKA",NULL,False,"27",False
"309","ПРЕДУЗЛОВАЯ","2700419","ПРЕДУЗЛОВ","PREDUZLOV",NULL,False,"27",False
"310","МЕДЕУ","2700421","МЕДЕУ","MEDEU",NULL,False,"27",False
"311","ОСТ.ПУНКТ 282 КМ","2700422","ОП 282 КМ","OP 282 KM",NULL,False,"27",False
"312","НАУАЛЫ","2700425","НАУАЛЫ","NAUALY",NULL,False,"27",False
"313","АКЖОЛТАЙ","2700426","АКЖОЛТАЙ","AKZHOLTAI",NULL,False,"27",False
"314","КАРАЖИНГИЛ","2700427","КАРАЖИНГИЛ","KARAZHINGIL",NULL,False,"27",False
"315","ШЕШЕНКАРА","2700428","ШЕШЕНКАРА","SHESHENKARA",NULL,False,"27",False
"316","ОСТ.ПУНКТ 307 КМ","2700430","ОП 307 КМ","OP 307 KM",NULL,False,"27",False
"317","ОСТ.ПУНКТ 45 КМ","2700431","ОП 45 КМ","OP 45 KM",NULL,False,"27",False
"318","ОСТ.ПУНКТ 49 КМ","2700432","ОП 49 КМ","OP 49 KM",NULL,False,"27",False
"319","ОСТ.ПУНКТ 122 КМ","2700433","ОП 122 КМ","OP 122 KM",NULL,False,"27",False
"320","ОСТ.ПУНКТ 148 КМ","2700434","ОП 148 КМ","OP 148 KM",NULL,False,"27",False
"321","ОСТ.ПУНКТ 1200 КМ","2700440","ОП 1200 КМ","OP 1200 KM",NULL,False,"27",False
"322","ОСТ.ПУНКТ 1242 КМ","2700441","ОП 1242 КМ","OP 1242 KM",NULL,False,"27",False
"323","ШАГЫЛЫ","2700442","ШАГЫЛЫ","SHAGYLY",NULL,False,"27",False
"324","МЕНЛИБАЙ","2700443","МЕНЛИБАЙ","MENLIBAI",NULL,False,"27",False
"325","ОСТ.ПУНКТ 654 КМ","2700444","ОП 654 КМ","OP 654 KM",NULL,False,"27",False
"326","ОСТ.ПУНКТ 664 КМ","2700445","ОП 664 КМ","OP 664 KM",NULL,False,"27",False
"327","ОСТ.ПУНКТ 669 КМ","2700446","ОП 669 КМ","OP 669 KM",NULL,False,"27",False
"328","БАЛЫКТЫ","2700447","БАЛЫКТЫ","BALYKTY",NULL,False,"27",False
"329","НОВЫЙ ПАРК","2700448","НОВЫЙ ПАРК","NOVYI PARK",NULL,False,"27",False
"330","ОСТ.ПУНКТ 721 КМ","2700449","ОП 721 КМ","OP 721 KM",NULL,False,"27",False
"331","КОГАМ","2700450","КОГАМ","KOGAM",NULL,False,"27",False
"332","ОСТ.ПУНКТ 723 КМ","2700451","ОП 723 КМ","OP 723 KM",NULL,False,"27",False
"333","КОСМОС","2700452","КОСМОС","KOSMOS",NULL,False,"27",False
"334","ВИШНЯКИ","2700453","ВИШНЯКИ","VISHNIAKI",NULL,False,"27",False
"335","ОСТ.ПУНКТ 746 КМ","2700454","ОП 746 КМ","OP 746 KM",NULL,False,"27",False
"336","КРЫЛАТСКОЕ","2700455","КРЫЛАТСКОЕ","KRYLATSKOE",NULL,False,"27",False
"337","ОСТ.ПУНКТ 754 КМ","2700456","ОП 754 КМ","OP 754 KM",NULL,False,"27",False
"338","ОСТ.ПУНКТ 758 КМ","2700457","ОП 758 КМ","OP 758 KM",NULL,False,"27",False
"339","ОСТ.ПУНКТ 769 КМ","2700458","ОП 769 КМ","OP 769 KM",NULL,False,"27",False
"340","ОСТ.ПУНКТ 811 КМ","2700459","ОП 811 КМ","OP 811 KM",NULL,False,"27",False
"341","КАРАБУЛАК","2700669","КАРАБУЛАК","KARABULAK",NULL,False,"27",False
"342","АКТОГАЙ","2700670","АКТОГАЙ","AKTOGAI",NULL,False,"27",False
"343","РЕМОВСКАЯ","2700671","РЕМОВСКАЯ","REMOVSKAIA",NULL,False,"27",False
"344","НЕВЕРОВСКАЯ","2700672","НЕВЕРОВСК","NEVEROVSK",NULL,False,"27",False
"345","МАСАЛЬСКАЯ","2700673","МАСАЛЬСКАЯ","MASALSKAIA",NULL,False,"27",False
"346","КАЗАХСТАНСКИЙ","2700674","КАЗАХСТ","KAZAHST",NULL,False,"27",False
"347","УСТЬ-ТАЛОВКА","2700676","У ТАЛОВКА","U TALOVKA",NULL,False,"27",False
"348","РУЛИХА","2700677","РУЛИХА","RULIHA",NULL,False,"27",False
"349","ФЕСТИВАЛЬНАЯ","2700679","ФЕСТИВАЛЬН","FESTIVALN",NULL,False,"27",False
"350","АРЫС 1","2700680","АРЫС 1","ARYS 1",NULL,False,"27",False
"351","ОСТ.ПУНКТ 167 КМ","2700681","ОП 167 КМ","OP 167 KM",NULL,False,"27",False
"352","ПРЕДГОРНАЯ","2700682","ПРЕДГОРНАЯ","PREDGORNAIA",NULL,False,"27",False
"353","ИРТЫШСКИЙ ЗАВОД","2700683","ИРТЫШЗАВОД","IRTYSHZAVOD",NULL,False,"27",False
"354","ГЛУБОЧАНКА","2700684","ГЛУБОЧАНКА","GLUBOCHANKA",NULL,False,"27",False
"355","АРЫСЬ","2700685","АРЫСЬ","ARYS",NULL,False,"27",False
"356","ЕРМАКОВКА","2700686","ЕРМАКОВКА","ERMAKOVKA",NULL,False,"27",False
"357","КУМЫСТАУ","2700688","КУМЫСТАУ","KUMYSTAU",NULL,False,"27",False
"358","КОКЖИЕК","2700689","КОКЖИЕК","KOKZHIEK",NULL,False,"27",False
"359","АЯГОЗ","2700690","АЯГОЗ","AIAGOZ",NULL,False,"27",False
"360","БУХТАРМА","2700691","БУХТАРМА","BUHTARMA",NULL,False,"27",False
"361","ЗАВОДИНКА","2700693","ЗАВОДИНКА","ZAVODINKA",NULL,False,"27",False
"362","ТУРГУСУН","2700694","ТУРГУСУН","TURGUSUN",NULL,False,"27",False
"363","ОСТ.ПУНКТ 259 КМ","2700695","ОП 259 КМ","OP 259 KM",NULL,False,"27",False
"364","ЧЕРЕМШАНКА","2700696","ЧЕРЕМШАНКА","CHEREMSHANKA",NULL,False,"27",False
"365","ОСТ.ПУНКТ 313 КМ","2700697","ОП 313 КМ","OP 313 KM",NULL,False,"27",False
"366","АУЛ","2700701","АУЛ","AUL",NULL,False,"27",False
"367","ЖАКСЫБУЛАК","2700702","ЖАКСЫБУЛАК","JAKSYBULAK",NULL,False,"27",False
"368","ШОЛЬКЫЗЫЛ","2700703","ШОЛЬКЫЗЫЛ","SHOLKYZYL",NULL,False,"27",False
"369","БЕЛЬ-АГАЧ","2700705","БЕЛЬ АГАЧ","BEL AGACH",NULL,False,"27",False
"370","ДЮСАКЕН","2700707","ДЮСАКЕН","DIUSAKEN",NULL,False,"27",False
"371","ЖАНА-СЕМЕЙ","2700708","ЖАНА СЕМЕЙ","JANA SEMEI",NULL,False,"27",False
"372","ДЕГЕЛЕН","2700709","ДЕГЕЛЕН","DEGELEN",NULL,False,"27",False
"373","ТАРАЗ","2700710","ТАРАЗ","TARAZ",NULL,False,"27",False
"374","ЧАГАН","2700711","ЧАГАН","CHAGAN",NULL,False,"27",False
"375","ТАЛДЫ","2700713","ТАЛДЫ","TALDY",NULL,False,"27",False
"376","ЖАЛПАК","2700714","ЖАЛПАК","JALPAK",NULL,False,"27",False
"377","ШОПТИКАК","2700715","ШОПТИКАК","SHOPTIKAK",NULL,False,"27",False
"378","РАЗ'ЕЗД N3","2700716","РЗД N3","RZD N3",NULL,False,"27",False
"379","ДЕЛЬБЕГЕТЕЙ","2700717","ДЕЛЬБЕГЕТ","DELBEGET",NULL,False,"27",False
"380","РАЗ'ЕЗД N4","2700718","РЗД N4","RZD N4",NULL,False,"27",False
"381","СУУК-БУЛАК","2700719","СУУК БУЛАК","SUUK BULAK",NULL,False,"27",False
"382","ЖАРМА","2700720","ЖАРМА","JARMA",NULL,False,"27",False
"383","РАЗ'ЕЗД N6","2700721","РЗД N6","RZD N6",NULL,False,"27",False
"384","ШАР","2700722","ШАР","SHAR",NULL,False,"27",False
"385","РАЗ'ЕЗД N7","2700723","РЗД N7","RZD N7",NULL,False,"27",False
"386","СУЫРЛЫ","2700724","СУЫРЛЫ","SUYRLY",NULL,False,"27",False
"387","РАЗ'ЕЗД N9","2700725","РЗД N9","RZD N9",NULL,False,"27",False
"388","ЖЕЛДИКАРА","2700726","ЖЕЛДИКАРА","JELDIKARA",NULL,False,"27",False
"389","БАЛЫКТЫ-КОЛ","2700727","БАЛЫКТЫ-КОЛ","BALYKTY-KOL",NULL,False,"27",False
"390","КОПАН-БУЛАК","2700728","КОПАН БУЛ","KOPAN BUL",NULL,False,"27",False
"391","НАРБОТА","2700729","НАРБОТА","NARBOTA",NULL,False,"27",False
"392","ОСКЕМЕН-1","2700730","ОСКЕМЕН-1","OSKEMEN-1",NULL,False,"27",False
"393","КАРАКУЛЬТАС","2700731","КАРАКУЛЬТ","KARAKULT",NULL,False,"27",False
"394","АКСЕНГЕР","2700732","АКСЕНГЕР","AKSENGER",NULL,False,"27",False
"395","УШ-БИИК","2700733","УШ-БИИК","USH-BIIK",NULL,False,"27",False
"396","ЕНРЕКЕЙ","2700734","ЕНРЕКЕЙ","ENREKEI",NULL,False,"27",False
"397","АЙГЫРЖАЛ","2700735","АЙГЫРЖАЛ","AIGYRJAL",NULL,False,"27",False
"398","АЛТЫНКОЛАТ","2700736","АЛТЫНКОЛАТ","ALTYNKOLAT",NULL,False,"27",False
"399","ЭГЫЗ-КЗЫЛ","2700737","ЭГЫЗ КЗЫЛ","EGYZ KZYL",NULL,False,"27",False
"400","КОШКЕНТАЛ","2700738","КОШКЕНТАЛ","KOSHKENTAL",NULL,False,"27",False
"401","ЛОКОТЬ ГР.","2700740","ЛОКОТЬ ГР","LOKOT",NULL,False,"27",False
"402","ЖЫЛАНДЫ","2700741","ЖЫЛАНДЫ","JYLANDY",NULL,False,"27",False
"403","ТЕМЕКИЛИ","2700743","ТЕМЕКИЛИ","TEMEKILI",NULL,False,"27",False
"404","АК-БУЛАТ","2700744","АК БУЛАТ","AK BULAT",NULL,False,"27",False
"405","ТАНСЫК","2700745","ТАНСЫК","TANSYK",NULL,False,"27",False
"406","РАЗ'ЕЗД N30","2700746","РЗД N30","RZD N30",NULL,False,"27",False
"407","ЖУЗ-АГАЧ","2700747","ЖУЗ АГАЧ","JUZ AGACH",NULL,False,"27",False
"408","ОТАР","2700750","ОТАР","OTAR",NULL,False,"27",False
"409","РАЗ'ЕЗД N2","2700751","РЗД N2","RZD N2",NULL,False,"27",False
"410","РАЗ'ЕЗД N5","2700752","РЗД N5","RZD N5",NULL,False,"27",False
"411","САЙКАН","2700753","САЙКАН","SAIKAN",NULL,False,"27",False
"412","РАЗ'ЕЗД N8","2700754","РЗД N8","RZD N8",NULL,False,"27",False
"413","БЕСКОЛЬ","2700755","БЕСКОЛЬ","BESKOL",NULL,False,"27",False
"414","УШ-ТОБЕ","2700760","УШ ТОБЕ","USH TOBE",NULL,False,"27",False
"415","КАРАКУМ","2700763","КАРАКУМ","KARAKUM",NULL,False,"27",False
"416","КОКШАЛПИН","2700764","КОКШАЛПИН","KOKSHALPIN",NULL,False,"27",False
"417","КАРАТАС","2700765","КАРАТАС","KARATAS",NULL,False,"27",False
"418","АКБАЛЫК","2700766","АКБАЛЫК","AKBALYK",NULL,False,"27",False
"419","АРГАНАТЫ","2700767","АРГАНАТЫ","ARGANATY",NULL,False,"27",False
"420","САРЫКУРАК","2700768","САРЫКУРАК","SARYKURAK",NULL,False,"27",False
"421","ЛЕПСЫ","2700769","ЛЕПСЫ","LEPSY",NULL,False,"27",False
"422","ШЫМКЕНТ","2700770","ШЫМКЕНТ","SHYMKENT",NULL,False,"27",False
"423","ЖАСКАЗАХ","2700771","ЖАСКАЗАХ","JASKAZAH",NULL,False,"27",False
"424","БЕРЕКЕ","2700772","БЕРЕКЕ","BEREKE",NULL,False,"27",False
"425","МАТАЙ","2700773","МАТАЙ","MATAI",NULL,False,"27",False
"426","АК-УЗЯК","2700774","АК УЗЯК","AK UZIAK",NULL,False,"27",False
"427","КУМТОБЕ","2700775","КУМТОБЕ","KUMTOBE",NULL,False,"27",False
"428","ЕГИНСУ","2700776","ЕГИНСУ","EGINSU",NULL,False,"27",False
"429","АЛАЖИДЕ","2700777","АЛАЖИДЕ","ALAJIDE",NULL,False,"27",False
"430","МУЛАЛЫ","2700778","МУЛАЛЫ","MULALY",NULL,False,"27",False
"431","КАРАОЙ","2700779","КАРАОЙ","KARAOI",NULL,False,"27",False
"432","ШУ","2700780","ШУ","SHU",NULL,False,"27",False
"433","КАЙРАКТЫ","2700781","КАЙРАКТЫ","KAIRAKTY",NULL,False,"27",False
"434","КРУШДАЛАСЫ","2700782","КРУШДАЛАСЫ","KRUSHDALASY",NULL,False,"27",False
"435","ПИЯЗ","2700783","ПИЯЗ","PIIAZ",NULL,False,"27",False
"436","КОКСУ","2700785","КОКСУ","KOKSU",NULL,False,"27",False
"437","ТЕКЕЛИ","2700786","ТЕКЕЛИ","TEKELI",NULL,False,"27",False
"438","ТЕНТЕК","2700787","ТЕНТЕК","TENTEK",NULL,False,"27",False
"439","БИЖЕ","2700791","БИЖЕ","BIJE",NULL,False,"27",False
"440","БАХША","2700792","БАХША","BAHSHA",NULL,False,"27",False
"441","МОЮН-КУМ","2700793","МОЮН КУМ","MOIUN KUM",NULL,False,"27",False
"442","АЙНА-БУЛАК","2700794","АЙНА БУЛАК","AINA BULAK",NULL,False,"27",False
"443","МАЙ-ТОБЕ","2700795","МАЙ ТОБЕ","MAI TOBE",NULL,False,"27",False
"444","САРЫ-ОЗЕК","2700796","САРЫ-ОЗЕК","SARY-OZEK",NULL,False,"27",False
"445","БАЛГАЛЫ","2700797","БАЛГАЛЫ","BALGALY",NULL,False,"27",False
"446","МАЛАЙ-САРЫ","2700798","МАЛАЙ САРЫ","MALAI SARY",NULL,False,"27",False
"447","ЖОЛОМАН","2700799","ЖОЛОМАН","JOLOMAN",NULL,False,"27",False
"448","АРХАРЛЫ","2700801","АРХАРЛЫ","ARHARLY",NULL,False,"27",False
"449","КОСКУДУК","2700802","КОСКУДУК","KOSKUDUK",NULL,False,"27",False
"450","КУЛАН-ТОБЕ","2700803","КУЛАН ТОБЕ","KULAN TOBE",NULL,False,"27",False
"451","КАПЧАГАЙ","2700804","КАПЧАГАЙ","KAPCHAGAI",NULL,False,"27",False
"452","ЖЕТЫГЕН","2700805","ЖЕТЫГЕН","JETYGEN",NULL,False,"27",False
"453","КАЙРАТ","2700806","КАЙРАТ","KAIRAT",NULL,False,"27",False
"454","БАЙСЕРКЕ","2700807","БАЙСЕРКЕ","BAISERKE",NULL,False,"27",False
"455","БУРУНДАЙ","2700808","БУРУНДАЙ","BURUNDAI",NULL,False,"27",False
"456","ЖАНГИЗ-ТОБЕ","2700810","ЖАНГИЗ ТОБ","JANGIZ TOB",NULL,False,"27",False
"457","ЖИНГИЛЬДЫ","2700812","ЖИНГИЛЬДЫ","JINGILDY",NULL,False,"27",False
"458","КАЗЫБЕК-БЕК","2700813","КАЗЫБЕК БЕ","KAZYBEK BE",NULL,False,"27",False
"459","ЖИРЕН-АЙГЫР","2700814","ЖИРЕН АЙГ","JIREN AIG",NULL,False,"27",False
"460","КОПА","2700815","КОПА","KOPA",NULL,False,"27",False
"461","ЧИЛЬБАСТАУ","2700816","ЧИЛЬБАСТАУ","CHILBASTAU",NULL,False,"27",False
"462","АНРАКАЙ","2700817","АНРАКАЙ","ANRAKAI",NULL,False,"27",False
"463","БЕЛ","2700818","БЕЛ","BEL",NULL,False,"27",False
"464","КУЛАКШИН","2700819","КУЛАКШИН","KULAKSHIN",NULL,False,"27",False
"465","АЛТАЙ","2700820","АЛТАЙ","ALTAI",NULL,False,"27",False
"466","АЛАЙГЫР","2700821","АЛАЙГЫР","ALAIGYR",NULL,False,"27",False
"467","ШОКПАР","2700822","ШОКПАР","SHOKPAR",NULL,False,"27",False
"468","ЕСПЕ","2700823","ЕСПЕ","ESPE",NULL,False,"27",False
"469","КЕМЕР","2700824","КЕМЕР","KEMER",NULL,False,"27",False
"470","БЕРЛИК 1","2700825","БЕРЛИК 1","BERLIK 1",NULL,False,"27",False
"471","ПУТЕВОЙ ПОСТ 1502 КМ","2700826","ПП 1502 КМ","PP 1502 KM",NULL,False,"27",False
"472","КАШКАНТЕНИЗ","2700827","КАШКАНТЕНИЗ","KASHKANTENIZ",NULL,False,"27",False
"473","ЖАСТАР","2700828","ЖАСТАР","JASTAR",NULL,False,"27",False
"474","МЫНАРАЛ","2700829","МЫНАРАЛ","MYNARAL",NULL,False,"27",False
"475","ШЫГАНАК","2700831","ШЫГАНАК","SHYGANAK",NULL,False,"27",False
"476","БУРЫЛБАЙТАЛ","2700832","БУРЫЛБАЙТАЛ","BURYLBAITAL",NULL,False,"27",False
"477","КАРАСАЙ","2700833","КАРАСАЙ","KARASAI",NULL,False,"27",False
"478","КИЯКТЫ","2700835","КИЯКТЫ","KIIAKTY",NULL,False,"27",False
"479","ХАНТАУ","2700838","ХАНТАУ","HANTAU",NULL,False,"27",False
"480","ЖИДЕЛИ","2700839","ЖИДЕЛИ","JIDELI",NULL,False,"27",False
"481","РИДДЕР","2700840","РИДДЕР","RIDDER",NULL,False,"27",False
"482","АСПАРА","2700841","АСПАРА","ASPARA",NULL,False,"27",False
"483","ТАТТЫ","2700842","ТАТТЫ","TATTY",NULL,False,"27",False
"484","КУРАГАТЫ","2700843","КУРАГАТЫ","KURAGATY",NULL,False,"27",False
"485","САС-ТОБЕ","2700844","САС ТОБЕ","SAS TOBE",NULL,False,"27",False
"486","МАЛДЫБАЙ","2700846","МАЛДЫБАЙ","MALDYBAI",NULL,False,"27",False
"487","АКЫРТОБЕ","2700847","АКЫРТОБЕ","AKYRTOBE",NULL,False,"27",False
"488","АКШОЛАК","2700848","АКШОЛАК","AKSHOLAK",NULL,False,"27",False
"489","УШБУЛАК","2700849","УШБУЛАК","USHBULAK",NULL,False,"27",False
"490","ТУРКСИБ","2700850","ТУРКСИБ","TURKSIB",NULL,False,"27",False
"491","ТАЛАС","2700851","ТАЛАС","TALAS",NULL,False,"27",False
"492","ЖАНАТАС","2700852","ЖАНАТАС","JANATAS",NULL,False,"27",False
"493","ШАБАКТЫ","2700853","ШАБАКТЫ","SHABAKTY",NULL,False,"27",False
"494","ТАБАКБУЛАК","2700854","ТАБАКБУЛАК","TABAKBULAK",NULL,False,"27",False
"495","АКТАУТАС","2700855","АКТАУТАС","AKTAUTAS",NULL,False,"27",False
"496","КАРАТАУ","2700856","КАРАТАУ","KARATAU",NULL,False,"27",False
"497","ЖУМА","2700857","ЖУМА","ZHUMA",NULL,False,"27",False
"498","АСА","2700858","АСА","ASA",NULL,False,"27",False
"499","ШАЙКОРЫК","2700859","ШАЙКОРЫК","SHAIKORYK",NULL,False,"27",False
"500","ТУРКЕСТАН","2700860","ТУРКЕСТАН","TURKESTAN",NULL,False,"27",False
"501","БУРУЛ","2700861","БУРУЛ","BURUL",NULL,False,"27",False
"502","ШОЛДАЛА","2700862","ШОЛДАЛА","SHOLDALA",NULL,False,"27",False
"503","ЖУАНТОБЕ","2700863","ЖУАНТОБЕ","JUANTOBE",NULL,False,"27",False
"504","МАЙМАК","2700864","МАЙМАК","MAIMAK",NULL,False,"27",False
"505","КУРКУРЕУ СУ","2700865","КУРКУР СУ","KURKUR SU",NULL,False,"27",False
"506","БОРАНДЫ","2700866","БОРАНДЫ","BORANDY",NULL,False,"27",False
"507","ШОКПАК","2700867","ШОКПАК","SHOKPAK",NULL,False,"27",False
"508","ЫНТЫМАК","2700869","ЫНТЫМАК","YNTYMAK",NULL,False,"27",False
"509","МАНКЕНТ","2700872","МАНКЕНТ","MANKENT",NULL,False,"27",False
"510","ИГИЛИК","2700874","ИГИЛИК","IGILIK",NULL,False,"27",False
"511","БАДАМ","2700875","БАДАМ","BADAM",NULL,False,"27",False
"512","КАЛАШ","2700876","КАЛАШ","KALASH",NULL,False,"27",False
"513","АРЫС 2","2700877","АРЫС 2","ARYS 2",NULL,False,"27",False
"514","ШОЙТОБЕ","2700878","ШОЙТОБЕ","SHOITOBE",NULL,False,"27",False
"515","ОТРАБАД","2700879","ОТРАБАД","OTRABAD",NULL,False,"27",False
"516","ТЮЛЬКУБАС","2700880","ТЮЛЬКУБАС","TIULKUBAS",NULL,False,"27",False
"517","ТИМУР","2700881","ТИМУР","TIMUR",NULL,False,"27",False
"518","КАРАКОНЫР","2700882","КАРАКОНЫР","KARAKONYR",NULL,False,"27",False
"519","КОСТУИН","2700883","КОСТУИН","KOSTUIN",NULL,False,"27",False
"520","АКДАЛА","2700884","АКДАЛА","AKDALA",NULL,False,"27",False
"521","КАБУЛ-САЙ","2700885","КАБУЛ САЙ","KABUL SAI",NULL,False,"27",False
"522","АКТАС","2700886","АКТАС","AKTAS",NULL,False,"27",False
"523","ШАГЫР","2700887","ШАГЫР","SHAGYR",NULL,False,"27",False
"524","МОНТАЙТАС","2700888","МОНТАЙТАС","MONTAITAS",NULL,False,"27",False
"525","ШАНАК","2700889","ШАНАК","SHANAK",NULL,False,"27",False
"526","УСТЬ-КАМЕНОГОРСК","2700890","У КАМЕНОГ","U KAMENOG",NULL,False,"27",False
"527","ШЕНГЕЛДЫ","2700891","ШЕНГЕЛДЫ","SHENGELDY",NULL,False,"27",False
"528","СЕМЕЙ","2700900","СЕМЕЙ","SEMEI",NULL,False,"27",False
"529","АКШОКАТ","2700906","АКШОКАТ","AKSHOKAT",NULL,False,"27",False
"530","АКПАН 1","2700907","АКПАН 1","AKPAN 1",NULL,False,"27",False
"531","КОРШУНОВО","2700909","КОРШУНОВО","KORSHUNOVO",NULL,False,"27",False
"532","ШЕМОНАИХА","2700910","ШЕМОНАИХА","SHEMONAIHA",NULL,False,"27",False
"533","ОСТ.ПУНКТ 3265 КМ ПК 1","2700911","ОП 3265 КМ","OP 3265 KM",NULL,False,"27",False
"534","КОКТОБЕ","2700912","КОКТОБЕ","KOKTOBE",NULL,False,"27",False
"535","КЫЗЫЛСАЙ","2700913","КЫЗЫЛСАЙ","KYZYLSAI",NULL,False,"27",False
"536","КУМШАГАЛ","2700914","КУМШАГАЛ","KUMSHAGAL",NULL,False,"27",False
"537","НОВО-УСТЬ-КАМЕНОГОРСК","2700915","Н УСТЬ КАМ","N UST KAM",NULL,False,"27",False
"538","ТАУСАМАЛЫ","2700916","ТАУСАМАЛЫ","TAUSAMALY",NULL,False,"27",False
"539","САРЫ-ШАГАН","2700917","САРЫ ШАГАН","SARY SHAGAN",NULL,False,"27",False
"540","СУРУМ","2700918","СУРУМ","SURUM",NULL,False,"27",False
"541","ТИШИНСКАЯ","2700919","ТИШИНСКАЯ","TISHINSKAIA",NULL,False,"27",False
"542","ОСТ.ПУНКТ 368 КМ","2700921","ОП 368 КМ","OP 368 KM",NULL,False,"27",False
"543","ОСТ.ПУНКТ 1013 КМ","2700922","ОП 1013 КМ","OP 1013 KM",NULL,False,"27",False
"544","ТРЕТЬЯКОВО","2700993","ТРЕТЬЯКОВО","TRETIAKOVO",NULL,False,"27",False
"545","АЛМ-1-АЙС","2703700","АЛМ-1-АЙС","",NULL,False,"27",False
"546","АЛМ-2-АЙС","2703701","АЛМ-2-АЙС","",NULL,False,"27",False
"547","КАР-П-АЙС","2703702","КАР-П-АЙС","",NULL,False,"27",False
"548","АСТАНА-КОЖ","2703703","АСТАНА-КОЖ","",NULL,False,"27",False
"549","АСТАНА-АЙС","2703704","АСТАНА-АЙС","",NULL,False,"27",False
"550","АСТАНА-ЭБР","2703705","АСТАНА-ЭБР","",NULL,False,"27",False
"551","П-ПАВЛ-ЛПП","2703707","П-ПАВЛ-ЛПП","",NULL,False,"27",False
"552","ЧИМКЕН-АЙС","2703711","ЧИМКЕН-АЙС","",NULL,False,"27",False
